"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34"
"u_thr_1",24.717901286025,324.681149900149,25.4326724346897,48118.9069568035,67747.7366330771,42619.0761779494,74714.3039931303,105.789883883108,9.61166133848195,10339.2801569309,10853.5948225883,8845.43875450108,11919.3398533275,76.1935617377529,8.51342865977154,7963.11670838989,9688.22171085534,4243.93729229433,5975.15856694505,8395.27209285298,99.4314358373024,7.82112186887645,8910.17965851052,10705.975740964,4004.56614776437,8586.75542177566,10787.2493149267,156.660082508566,9.78579161047368,17442.3916457374,29789.8848301788,6560.1636806694,16393.5711117181,29838.0419029111
"l_thr_1",-7.41986992266019,-119.190008323811,-6.74237933435471,-20160.6610857093,-27355.3635352914,-18224.3009992327,-29340.2296949487,-29.8971166308924,-2.69912817181884,-2866.71241057165,-2180.62283591601,-3338.84968299355,-2529.77171990466,-10.5850717137744,-2.36987458248703,-2492.65781316607,-2474.89656843281,-1014.66608614251,-1171.47724307484,-1496.27449249659,-31.3934669395222,-2.33050991055448,-2080.96049905536,-3057.42280930629,-1084.71711126595,-2620.95017799755,-3028.6967991901,-37.7709137519397,-2.04990299211208,-5811.50244916202,-6597.55384256029,-1910.83811025468,-5285.67244585064,-7653.91043912038
"u_thr_2",19.0690734817365,153.169387314698,10.1385912840009,25318.2147634534,22504.7019330231,17582.1953936602,29740.0988968813,77.5872949634831,7.3584160159944,11305.5708941694,6280.09624813874,5609.09491270689,10728.990482828,74.9958993738551,8.74830839785426,8395.61159942511,4407.48720588169,2828.68516873508,3830.07075372568,7989.71923491514,83.236612532101,9.78531509519351,6095.87758483734,4970.15837953609,2059.62721850008,4610.76623819244,6279.78637888673,107.775647487961,9.91883665557889,7068.85677758481,8183.9140166909,2980.4822058212,6926.97806010282,8206.78322895312
"l_thr_2",-3.58472125696581,-52.6933408242149,-3.61725339652695,-8037.58086300413,-7128.16164433813,-5341.88725210693,-11219.3639331163,-20.81216939966,-1.89993327046919,-2640.81615262172,-1840.82062809822,-1681.41574838825,-2906.05027661316,-26.0026023602683,-2.55107107097556,-2708.21148530945,-904.912917490062,-476.902701342668,-1274.91107113963,-2332.72481475965,-36.5911714171723,-4.22308199709998,-2331.13498713838,-1703.22538971951,-536.168348580023,-1807.63588579741,-2292.52937713104,-21.7210849821363,-2.19584125201249,-1768.03210430764,-786.521045314373,-900.631592358156,-1543.9687151071,-1080.9597982675
