"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38"
"u_thr_1",39.4729767178143,311.87881178587,19.6372644371905,53734.3132185664,58866.1381685286,17436.2194792803,40893.5082931056,67101.7213991518,154.35625452155,12.9092261914077,23208.6322392706,17581.7463134629,7887.22802072026,13260.9945456382,25661.6245607751,25.6668169631983,124.789011028079,12.7273462615602,13583.0012825842,10030.1991511854,5573.07389145088,7427.17861468747,16319.869770134,118.964451945912,11.2293853966556,8436.6672464607,10743.9954677652,3447.05448673658,6787.7011030051,11081.2610954212,24.7597042272439,186.566095843863,13.1279730811661,16696.469042305,20004.3359108924,2846.14560561252,18384.5309471637,19494.5423866693
"l_thr_1",-13.1596909456184,-150.48775906113,-9.15036017814437,-26723.833072848,-32172.2299063635,-7025.7500231832,-20964.1315992787,-34619.5783478832,-66.4133834564773,-5.73214519407329,-12212.0141358222,-8771.47418467822,-3698.86394568505,-6916.61348672536,-12915.5345706122,-12.83219485848,-59.1568055637786,-5.73091635291978,-6874.48734538335,-4648.03512506451,-2150.99325826577,-3824.5439604285,-8246.67133012381,-57.5475307679197,-4.68445950305927,-4295.40172159455,-5746.47137915097,-1277.47444469252,-3488.54446649012,-5553.72244434744,-9.0642587668541,-101.404172406554,-6.22733002308703,-10135.736250455,-12203.425925251,-994.016256297873,-11707.5660009753,-11867.3127491366
"u_thr_2",27.7204866092022,170.71433985787,14.1009222979617,9571.01243128564,12046.1145440754,3192.89742876901,9582.28286684591,12292.0481896013,130.073619269024,10.4012596701956,7800.85624461119,8722.39551486345,1746.99173052371,7615.95202306863,8087.85486972208,156.256748080034,90.9173652336965,9.47973392865706,6901.94560376738,4612.02334662129,2206.53934355523,4421.3481703806,6549.69742129455,98.172030038196,8.72905301622188,4949.31250678859,4170.79305520431,1235.29146425432,4227.58710547496,5025.01158768141,44.6067472313568,105.539067112803,12.8587408435666,4051.96565842891,9930.60060721575,2344.81398024959,3650.48207939489,10136.606774619
"l_thr_2",-9.82922220055454,-77.8246260990044,-5.57772810926774,-4099.2245078064,-6841.4100799537,-1492.10293648536,-4676.89840592383,-6473.81768803454,-63.4090680674569,-3.8051404558452,-3816.92450940477,-4906.37154414605,-675.615179198587,-4269.67902962407,-4027.79873290893,-79.70112943243,-34.9915516965849,-3.67958880478295,-3786.68628552695,-2168.44395152855,-1051.86958189075,-2220.06149487203,-3197.8613067195,-40.1395711601769,-2.67915816884195,-2298.92381001207,-1844.51022033836,-563.476142107582,-1972.86743599432,-2244.04213630329,-12.5800707522626,-43.9784010225659,-4.92991512278893,-1705.04884236438,-5198.84402265307,-1007.14368533234,-1683.64492249431,-4914.35922063056
