"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36"
"u_thr_1",38.4400064963368,371.752725473041,27.7680865279432,55248.6706923909,83461.2211146135,29259.0922025681,49444.4200111892,87199.5320411127,112.449709489183,9.23972743049865,12142.8992372149,14429.8220254829,6384.55309468634,11651.2739929627,12781.349090644,114.70774352301,10.3180989004528,12848.670196181,12175.308527044,4362.64284172542,11459.3441461915,13193.8691486049,186.859487414047,12.5720794274856,21412.3898465205,27861.1743411969,18479.2659545486,29170.1968386627,129.864377897145,350.064854922511,20.37113710803,49054.7528968085,101804.356992232,18659.0615472543,45703.8872941847,107170.022603634
"l_thr_1",-15.9127540715109,-172.998868318987,-10.9812550016087,-28815.1244824732,-44705.1573149532,-13916.02971246,-26506.2220785124,-45617.3912260535,-41.1918293568718,-3.40469074115989,-5317.97478411715,-6161.44032663937,-2491.99224850971,-5108.7409131157,-5539.62702412429,-46.1172344289944,-4.31509463000009,-6090.44912706141,-5079.42007646888,-1729.22497177956,-5621.78044622853,-6033.05747714675,-99.4804739148706,-6.03263371556123,-12393.666927572,-18005.9287280771,-10516.6344140515,-18545.8945218036,-53.0357980308418,-197.257630886648,-10.8144596967386,-31502.8893676091,-67752.0335796516,-10515.8819505711,-28765.8576381494,-72424.3932800723
"u_thr_2",22.6366381084023,135.747757932058,11.9642744206247,9153.1691553276,10109.8768549947,3222.64419624914,8788.13864458535,10080.1960862906,96.7556255547646,9.88858729458249,5671.55920785225,6472.63011915224,2335.26665263295,5957.15320741163,6461.90161015071,73.0302774575641,7.8758738403392,3969.03751450313,4190.08678908885,2157.7694290783,3253.17682531185,4292.63660205239,61.5390432443081,6.55843373441561,3378.88139001533,2842.80882010724,2657.368851923,3300.10733873064,61.8338943436622,70.7759704690875,10.4760913688577,3620.06202606564,6714.17538527789,3220.0619532329,2629.44096870493,7518.71398577662
"l_thr_2",-9.07773445746207,-63.0810198898602,-5.04047780357249,-4478.61829273936,-5148.71839401784,-1728.51026581269,-4322.70876034992,-4952.75568770578,-39.926143020897,-3.89448247386799,-2612.56657273182,-2972.68280788833,-1100.40926652433,-3112.47958794676,-2925.59278433132,-31.4239286254899,-3.28915322417317,-1863.15213406708,-1934.0917013621,-900.729308747677,-1399.15416240054,-1836.42227766079,-26.9528877102837,-2.61267862984833,-1590.28925093789,-1288.63843452478,-1257.01521549615,-1516.76834956595,-25.8521960643408,-29.4134038931176,-4.80276144784876,-1637.09002873751,-3434.0702560222,-1593.57368967054,-1044.80079491279,-3882.93204992408
