"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38"
"u_thr_1",34.6881887484113,269.845487163415,17.0202076539782,46419.9362829833,50589.922888993,15212.4040699654,35270.086484707,57854.3305130577,134.286287432638,11.2145560654549,19988.5734778985,15185.9989954501,6833.94693286523,11426.6665426961,22154.6100942853,22.1669067975912,108.066664065183,11.0493223875166,11723.2295891326,8695.81421698085,4870.88596874936,6404.29474422239,14086.5478519288,102.917908062836,9.78267222395428,7279.20643118295,9244.86211804554,3017.55185660666,5853.49696032372,9568.98986453311,21.6847985005078,160.38698054837,11.3684000716886,14257.1776520541,17076.3575621521,2497.03998180249,15648.8857700601,16643.4646470506
"l_thr_1",-8.37490297621545,-108.454434438676,-6.53330339493212,-19409.4561372649,-23896.0146268278,-4801.93461386834,-15340.7097908801,-25372.1874617891,-46.3434163675658,-4.03747506812047,-8991.95537445013,-6375.72686666539,-2645.58285783002,-5082.28548378321,-9408.52010412246,-9.33228469287284,-42.4344586008824,-4.05289247887614,-5014.71565193176,-3313.65019085998,-1448.80533556426,-2801.66008996341,-6013.34941191855,-41.5009868848441,-3.23774633035792,-3137.9409063168,-4247.33802943132,-847.9718145626,-2554.34032380873,-4041.45121345938,-5.98935304011791,-75.2250571110617,-4.46775701360947,-7696.44486020412,-9275.44757651071,-644.910632487837,-8971.92082387175,-9016.2350095179
"u_thr_2",24.3068767174061,148.119888407245,12.3119540791227,8328.26361864091,10329.0668509818,2766.98830465497,8285.99366023048,10586.0603825435,112.484284056617,9.10976874964642,6744.69435788247,7483.41669131713,1526.75473873077,6535.44010918748,6986.43181493744,134.806031942537,79.4711000582164,8.2834318619807,5930.25179564972,3995.61722860767,1910.32035033287,3817.58365535764,5663.55571874782,85.5982481110712,7.69194290848881,4290.38193253398,3623.94730288225,1071.76713640323,3663.90941988684,4364.18852186462,39.4079455964823,91.9465700095874,11.2415903011706,3528.60070381134,8555.19654995495,2040.09055610578,3165.56144285951,8768.33713868723
"l_thr_2",-6.41561230875847,-55.2301746483795,-3.7887598904287,-2856.47569516167,-5124.36238686015,-1066.19381237133,-3380.6091993084,-4767.82988097673,-45.8197328550495,-2.51364953529604,-2760.76262267605,-3667.39272059973,-455.378187405651,-3189.16711574292,-2926.37567812429,-58.2504132949333,-23.5452865211048,-2.48328673810658,-2814.99247740928,-1552.03783351493,-755.650588668391,-1616.29697984906,-2311.71960417277,-27.5657892330521,-1.64204806110888,-1639.99323575746,-1297.6644680163,-399.9518142565,-1409.18975040621,-1583.2190704865,-7.38126911738809,-30.3859039193505,-3.31276458039297,-1181.6838877468,-3823.43996539227,-702.420261188528,-1198.72428595893,-3546.08958469878
