"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38"
"u_thr_1",32.2957947637098,248.828824852188,15.7116792623721,42762.7478151917,46451.8152492251,14100.496365308,32458.3755805077,53230.6350700106,124.251303888183,10.3672210024785,18378.5440972125,13988.1253364437,6307.30638893772,10509.502541225,20401.1028610404,20.4169517147876,99.705490583735,10.2103104504948,10793.3437424068,8028.62174987858,4519.79200739861,5892.85280898984,12969.8868928261,94.8946361212985,9.0593156376036,6700.47602354407,8495.29544318571,2802.8005415417,5386.39488898303,8812.85424908909,20.1473456371397,147.297422900624,10.4886135669498,13037.5319569286,15612.3683877819,2322.48716989747,14281.0631815084,15217.9257772412
"l_thr_1",-5.98250899151397,-87.4377721274483,-5.22477500332599,-15752.2676694733,-19757.90698706,-3690.02690921091,-12528.9988866808,-20748.4920187421,-36.30843282311,-3.19014000514407,-7381.9259937641,-5177.85320765897,-2118.94231390251,-4165.12148231214,-7655.01287087759,-7.58232961006929,-34.0732851194343,-3.21388054185432,-4084.82980520596,-2646.45772375771,-1097.7113742135,-2290.21815473087,-4896.68845281592,-33.4777149433063,-2.51438974400724,-2559.21049867792,-3497.77135457149,-633.220499497641,-2087.23825246804,-3285.31559801535,-4.45190017674982,-62.1354994633155,-3.58797050887069,-6476.79916507867,-7811.45840214055,-470.357820582819,-7604.09823531998,-7590.69613970854
"u_thr_2",22.6000717715081,136.822662681933,11.4174699697032,7706.88921231855,9470.54300443505,2554.03374259796,7637.84905692276,9733.06647901462,103.689616450413,8.46402328937184,6216.61341451811,6863.92727954397,1416.6362428343,5995.1841522469,6435.72028754512,124.080673873789,73.7479674704763,7.68528082864252,5444.40489159088,3687.41416960085,1762.21085372169,3515.70139784615,5220.48486747445,79.3113571475088,7.17338785462227,3960.91664540668,3350.52442672122,990.004972477693,3382.07057709278,4033.77698895622,36.808544779045,85.1503214579798,10.4330150299726,3266.91822650255,7867.49452132455,1887.72884403387,2923.10112459182,8084.20232072134
"l_thr_2",-4.70880736286044,-43.932948923067,-2.89427578100918,-2235.1012888393,-4265.83854031337,-853.239250314313,-2732.46459600069,-3914.83597744783,-37.0250652488458,-1.86790407502146,-2232.68167931168,-3047.90330882657,-345.259691509183,-2648.91115880234,-2375.66415073197,-47.5250552261849,-17.8221539333647,-1.8851357047684,-2329.14557335045,-1243.83477450812,-607.54109205721,-1314.41472233758,-1868.6487528994,-21.2788982694897,-1.12349300724234,-1310.52794863016,-1024.24159185527,-318.189650330959,-1127.35090761215,-1252.8075375781,-4.78186829995085,-23.5896553677429,-2.504189309195,-920.001410438018,-3135.73793676187,-550.058549116622,-956.263967691235,-2861.95476673289
